订单号,订单日期,产品类别,产品名称,销售区域,城市,销售渠道,客户类型,数量,单价,折扣率,销售额
ORD20247431,2024-09-05,服装鞋帽,跑步鞋,华南,广州,小程序,个人用户,1,778.76,0.05,739.82
ORD20244588,2024-09-05,电子产品,机械键盘,华东,苏州,APP,会员用户,2,7011.74,0.0,14023.48
ORD20248957,2024-09-05,电子产品,便携充电宝,华北,太原,线上商城,个人用户,1,4483.06,0.0,4483.06
ORD20258692,2024-09-05,电子产品,无线蓝牙耳机,华东,上海,小程序,企业采购,5,702.74,0.2,2810.96
ORD20267301,2024-09-05,服装鞋帽,跑步鞋,华南,广州,小程序,企业采购,2,596.12,0.0,1192.24
ORD20262769,2024-09-05,电子产品,机械键盘,华北,天津,小程序,个人用户,3,5975.7,0.0,17927.1
ORD20268496,2024-09-05,家居用品,加湿器,华北,石家庄,线上商城,个人用户,3,120.44,0.0,361.32
ORD20256732,2024-09-05,美妆个护,保湿面霜,华中,长沙,APP,个人用户,7,374.83,0.3,1836.67
ORD20253384,2024-09-05,美妆个护,防晒喷雾,西南,昆明,小程序,企业采购,5,707.75,0.2,2831.0
ORD20243174,2024-09-05,电子产品,无线蓝牙耳机,华中,长沙,线上商城,会员用户,7,5546.36,0.3,27177.16
ORD20263547,2024-09-05,办公用品,A4打印纸,华东,杭州,小程序,个人用户,5,372.06,0.0,1860.3
ORD20240207,2024-09-05,电子产品,高清显示器,华南,深圳,APP,个人用户,2,5612.39,0.0,11224.78
ORD20263340,2024-09-05,电子产品,高清显示器,华南,佛山,线上商城,会员用户,2,1882.71,0.0,3765.42
ORD20240565,2024-09-05,美妆个护,氨基酸洁面,华北,北京,APP,个人用户,2,116.3,0.0,232.6
ORD20258729,2024-09-05,食品饮料,有机牛奶,华南,东莞,APP,会员用户,4,183.57,0.0,734.28
ORD20242568,2024-09-05,食品饮料,气泡水,华北,北京,线上商城,企业采购,11,295.95,0.05,3092.68
ORD20258840,2024-09-05,服装鞋帽,纯棉T恤,西南,重庆,小程序,企业采购,2,698.73,0.0,1397.46
ORD20256273,2024-09-05,电子产品,高清显示器,华北,石家庄,APP,企业采购,7,4905.98,0.3,24039.3
ORD20264511,2024-09-05,运动户外,健身哑铃,华东,南京,小程序,会员用户,4,1181.01,0.05,4487.84
ORD20248568,2024-09-05,电子产品,智能手机,华东,上海,线上商城,个人用户,2,2773.48,0.05,5269.61
ORD20240466,2024-09-05,母婴玩具,婴儿纸尿裤,华东,宁波,小程序,会员用户,5,58.6,0.05,278.35
ORD20240155,2024-09-05,办公用品,中性笔套装,华北,石家庄,线上商城,企业采购,11,325.01,0.2,2860.09
ORD20256623,2024-09-05,母婴玩具,保温奶瓶,华北,石家庄,APP,会员用户,4,402.41,0.1,1448.68
ORD20260889,2024-09-05,运动户外,瑜伽垫,华北,石家庄,APP,个人用户,1,688.35,0.0,688.35
ORD20266996,2024-09-05,电子产品,智能手机,华南,东莞,APP,个人用户,3,4775.79,0.0,14327.37
ORD20259796,2024-09-05,电子产品,高清显示器,华东,南京,APP,个人用户,2,4238.31,0.0,8476.62
ORD20249872,2024-09-05,母婴玩具,保温奶瓶,华南,佛山,线上商城,企业采购,3,412.6,0.0,1237.8
ORD20240754,2024-09-05,办公用品,A4打印纸,华东,杭州,线上商城,企业采购,15,102.52,0.3,1076.46
ORD20249262,2024-09-05,食品饮料,手工巧克力,华南,深圳,小程序,企业采购,11,237.18,0.0,2608.98
ORD20243410,2024-09-05,家居用品,北欧落地灯,华东,南京,APP,个人用户,5,191.07,0.05,907.58
ORD20260465,2024-09-05,母婴玩具,保温奶瓶,西南,成都,APP,企业采购,4,199.31,0.1,717.52
ORD20248617,2024-09-05,食品饮料,气泡水,华东,苏州,APP,企业采购,12,245.89,0.0,2950.68
ORD20264474,2024-09-05,服装鞋帽,防风外套,华北,天津,小程序,个人用户,1,737.14,0.05,700.28
ORD20257044,2024-09-05,服装鞋帽,连帽卫衣,华南,东莞,线上商城,企业采购,1,697.07,0.0,697.07
ORD20241055,2024-09-05,电子产品,智能手表,东北,沈阳,小程序,企业采购,4,2906.94,0.05,11046.37
ORD20260067,2024-09-05,家居用品,实木置物架,华中,武汉,线下门店,个人用户,3,1381.15,0.0,4143.45
ORD20254276,2024-09-05,家居用品,加湿器,华中,武汉,APP,个人用户,3,282.01,0.0,846.03
ORD20244299,2024-09-05,服装鞋帽,连帽卫衣,华东,苏州,小程序,企业采购,6,438.47,0.0,2630.82
ORD20264459,2024-09-05,食品饮料,有机牛奶,华南,东莞,APP,个人用户,8,111.14,0.0,889.12
ORD20261596,2024-09-05,家居用品,陶瓷餐具套装,华东,杭州,APP,会员用户,5,136.39,0.2,545.56
ORD20263991,2024-09-05,食品饮料,有机牛奶,华南,广州,线上商城,企业采购,11,95.44,0.05,997.35
ORD20258755,2024-09-05,服装鞋帽,防风外套,东北,沈阳,APP,企业采购,2,136.36,0.05,259.08
ORD20269208,2024-09-05,电子产品,高清显示器,西南,成都,线上商城,企业采购,1,1753.75,0.0,1753.75
ORD20242532,2024-09-05,家居用品,实木置物架,华东,宁波,APP,个人用户,6,149.97,0.05,854.83
ORD20244789,2024-09-05,运动户外,健身哑铃,西南,成都,小程序,个人用户,2,1207.09,0.3,1689.93
ORD20256081,2024-09-05,食品饮料,坚果零食礼包,东北,哈尔滨,小程序,个人用户,2,241.16,0.0,482.32
ORD20258725,2024-09-05,食品饮料,挂耳咖啡,华东,杭州,小程序,会员用户,11,238.24,0.2,2096.51
ORD20267090,2024-09-05,家居用品,记忆棉枕头,华中,郑州,APP,企业采购,1,79.42,0.05,75.45
ORD20242461,2024-09-05,电子产品,便携充电宝,华南,佛山,小程序,企业采购,2,4764.46,0.2,7623.14
ORD20264075,2024-09-05,电子产品,高清显示器,华北,石家庄,线上商城,企业采购,3,8058.38,0.1,21757.63
ORD20260706,2024-09-05,美妆个护,防晒喷雾,华北,天津,小程序,个人用户,4,592.43,0.0,2369.72
ORD20246870,2024-09-05,食品饮料,手工巧克力,西南,重庆,线下门店,个人用户,9,46.95,0.0,422.55
ORD20268695,2024-09-05,家居用品,陶瓷餐具套装,西南,成都,线下门店,个人用户,6,514.76,0.05,2934.13
ORD20263800,2024-09-05,办公用品,文件收纳盒,华东,宁波,APP,个人用户,1,165.9,0.05,157.6
ORD20259803,2024-09-05,食品饮料,坚果零食礼包,华南,佛山,线上商城,个人用户,3,79.05,0.0,237.15
ORD20255982,2024-09-05,电子产品,无线蓝牙耳机,华北,太原,线上商城,个人用户,3,7496.99,0.0,22490.97
ORD20263676,2024-09-05,家居用品,加湿器,华南,广州,线上商城,个人用户,3,683.38,0.0,2050.14
ORD20259982,2024-09-05,母婴玩具,婴儿纸尿裤,华东,杭州,APP,个人用户,4,365.91,0.05,1390.46
ORD20247141,2024-09-05,办公用品,办公椅,西南,成都,APP,企业采购,8,301.03,0.15,2047.0
ORD20266283,2024-09-05,办公用品,办公椅,华南,广州,线下门店,个人用户,8,570.35,0.0,4562.8
ORD20269813,2024-09-05,食品饮料,手工巧克力,西北,乌鲁木齐,线上商城,企业采购,6,129.3,0.0,775.8
ORD20255273,2024-09-05,美妆个护,香氛沐浴露,华南,佛山,APP,会员用户,2,750.45,0.15,1275.77
ORD20248433,2024-09-05,食品饮料,有机牛奶,华北,天津,线下门店,个人用户,12,207.45,0.0,2489.4
ORD20248504,2024-09-05,电子产品,智能手表,华东,南京,APP,会员用户,3,3789.14,0.15,9662.31
ORD20269360,2024-09-05,电子产品,智能手表,西南,成都,APP,个人用户,1,2356.47,0.0,2356.47
ORD20267296,2024-09-06,食品饮料,坚果零食礼包,东北,沈阳,APP,个人用户,5,43.58,0.0,217.9
ORD20266547,2024-09-06,服装鞋帽,连帽卫衣,华北,天津,线上商城,会员用户,7,461.39,0.1,2906.76
ORD20262972,2024-09-06,服装鞋帽,纯棉T恤,东北,哈尔滨,线上商城,会员用户,7,142.82,0.1,899.77
ORD20255256,2024-09-06,母婴玩具,遥控玩具车,华东,苏州,线下门店,个人用户,7,384.9,0.2,2155.44
ORD20251145,2024-09-06,电子产品,无线蓝牙耳机,西南,昆明,线下门店,会员用户,2,3441.14,0.0,6882.28
ORD20262072,2024-09-06,食品饮料,有机牛奶,华东,南京,小程序,会员用户,9,75.35,0.2,542.52
ORD20257868,2024-09-06,家居用品,加湿器,华北,太原,小程序,会员用户,1,519.03,0.0,519.03
ORD20259830,2024-09-06,运动户外,健身哑铃,华东,杭州,小程序,会员用户,3,1116.43,0.1,3014.36
ORD20248229,2024-09-06,服装鞋帽,修身牛仔裤,华东,苏州,APP,个人用户,2,427.87,0.05,812.95
ORD20258269,2024-09-06,运动户外,瑜伽垫,东北,哈尔滨,小程序,个人用户,2,1209.53,0.15,2056.2
ORD20260374,2024-09-06,电子产品,无线蓝牙耳机,西南,昆明,线上商城,企业采购,1,8146.38,0.0,8146.38
ORD20256620,2024-09-06,运动户外,健身哑铃,华南,广州,线上商城,个人用户,2,1281.28,0.15,2178.18
ORD20267134,2024-09-06,电子产品,智能手表,华东,上海,线上商城,个人用户,4,5345.72,0.3,14968.02
ORD20257669,2024-09-06,家居用品,陶瓷餐具套装,华南,佛山,线上商城,会员用户,7,916.81,0.1,5775.9
ORD20258260,2024-09-06,母婴玩具,保温奶瓶,华东,宁波,线下门店,个人用户,5,40.12,0.15,170.51
ORD20247643,2024-09-06,家居用品,实木置物架,华东,苏州,线下门店,企业采购,3,974.51,0.0,2923.53
ORD20268042,2024-09-06,办公用品,中性笔套装,华北,天津,线下门店,个人用户,2,24.66,0.0,49.32
ORD20264865,2024-09-06,美妆个护,氨基酸洁面,西北,西安,APP,会员用户,2,674.58,0.05,1281.7
ORD20243508,2024-09-06,电子产品,机械键盘,西北,兰州,线上商城,企业采购,3,2639.39,0.15,6730.44
ORD20261208,2024-09-06,家居用品,北欧落地灯,华中,长沙,小程序,个人用户,3,542.53,0.1,1464.83
ORD20252823,2024-09-06,电子产品,高清显示器,华南,深圳,APP,会员用户,3,5689.21,0.0,17067.63
ORD20255362,2024-09-06,食品饮料,挂耳咖啡,华北,天津,APP,个人用户,3,72.53,0.0,217.59
ORD20243663,2024-09-06,食品饮料,挂耳咖啡,西南,贵阳,小程序,个人用户,2,16.33,0.2,26.13
ORD20241291,2024-09-06,电子产品,无线蓝牙耳机,华北,天津,线上商城,企业采购,1,6634.07,0.05,6302.37
ORD20250585,2024-09-06,运动户外,运动水壶,西北,乌鲁木齐,小程序,企业采购,4,853.98,0.3,2391.14
ORD20243105,2024-09-06,服装鞋帽,防风外套,东北,沈阳,线上商城,会员用户,1,68.36,0.0,68.36
ORD20250912,2024-09-06,食品饮料,坚果零食礼包,华南,深圳,APP,会员用户,3,234.21,0.0,702.63
ORD20240012,2024-09-06,电子产品,智能手机,华中,长沙,线上商城,个人用户,1,1199.93,0.0,1199.93
ORD20250894,2024-09-06,家居用品,实木置物架,华中,武汉,APP,个人用户,6,141.18,0.1,762.37
ORD20252426,2024-09-06,运动户外,瑜伽垫,华东,宁波,线上商城,个人用户,2,575.91,0.0,1151.82
ORD20253300,2024-09-06,办公用品,A4打印纸,华南,佛山,线上商城,个人用户,3,264.35,0.0,793.05
ORD20250363,2024-09-06,家居用品,北欧落地灯,华中,郑州,APP,个人用户,4,541.98,0.0,2167.92
ORD20269793,2024-09-06,美妆个护,氨基酸洁面,华南,佛山,APP,会员用户,3,63.91,0.1,172.56
ORD20255713,2024-09-06,办公用品,办公椅,华东,宁波,APP,个人用户,11,477.49,0.3,3676.67
ORD20268142,2024-09-06,运动户外,运动水壶,华南,深圳,APP,个人用户,1,209.37,0.0,209.37
ORD20267558,2024-09-06,运动户外,瑜伽垫,华东,宁波,线上商城,个人用户,5,760.81,0.15,3233.44
ORD20261567,2024-09-06,母婴玩具,婴儿纸尿裤,华南,东莞,小程序,个人用户,4,362.21,0.2,1159.07
ORD20263666,2024-09-06,运动户外,瑜伽垫,华北,北京,APP,会员用户,3,1103.12,0.15,2812.96
ORD20262593,2024-09-06,电子产品,智能手机,华东,宁波,线上商城,个人用户,2,7596.52,0.15,12914.08
ORD20243107,2024-09-06,母婴玩具,遥控玩具车,西南,贵阳,线上商城,会员用户,1,195.25,0.0,195.25
ORD20262765,2024-09-06,电子产品,便携充电宝,华中,郑州,小程序,会员用户,5,7683.32,0.2,30733.28
ORD20268718,2024-09-06,电子产品,机械键盘,华北,太原,线上商城,个人用户,1,2501.16,0.1,2251.04
ORD20247445,2024-09-06,服装鞋帽,修身牛仔裤,华东,南京,线上商城,个人用户,11,580.41,0.2,5107.61
ORD20259065,2024-09-06,家居用品,加湿器,华北,北京,线上商城,会员用户,2,410.34,0.0,820.68
ORD20262163,2024-09-06,运动户外,健身哑铃,华南,广州,APP,会员用户,2,858.49,0.3,1201.89
ORD20262252,2024-09-06,食品饮料,有机牛奶,西南,重庆,APP,个人用户,13,44.93,0.05,554.89
ORD20248763,2024-09-06,服装鞋帽,纯棉T恤,华中,武汉,线上商城,个人用户,1,521.4,0.1,469.26
ORD20242437,2024-09-06,电子产品,高清显示器,西南,重庆,线上商城,个人用户,1,4691.54,0.0,4691.54
ORD20264567,2024-09-06,食品饮料,坚果零食礼包,华东,宁波,APP,个人用户,3,281.74,0.15,718.44
ORD20269263,2024-09-06,办公用品,文件收纳盒,华东,宁波,APP,个人用户,3,508.07,0.1,1371.79
ORD20264318,2024-09-06,食品饮料,有机牛奶,华南,深圳,线下门店,个人用户,18,40.23,0.2,579.31
ORD20249538,2024-09-06,办公用品,办公椅,华南,东莞,线下门店,会员用户,10,67.89,0.05,644.95
ORD20269892,2024-09-06,办公用品,碎纸机,华东,上海,线上商城,个人用户,4,444.73,0.2,1423.14
ORD20251727,2024-09-06,运动户外,瑜伽垫,华东,苏州,线上商城,个人用户,4,866.55,0.3,2426.34
ORD20256822,2024-09-06,家居用品,北欧落地灯,华南,深圳,小程序,企业采购,6,1388.53,0.15,7081.5
ORD20241464,2024-09-06,运动户外,瑜伽垫,华中,长沙,线上商城,个人用户,2,512.4,0.0,1024.8
ORD20260123,2024-09-06,美妆个护,保湿面霜,华东,南京,线上商城,个人用户,1,363.98,0.0,363.98
ORD20263386,2024-09-06,家居用品,加湿器,华北,北京,线上商城,个人用户,3,657.41,0.0,1972.23
ORD20269041,2024-09-06,运动户外,运动水壶,华东,杭州,APP,个人用户,2,216.25,0.0,432.5
ORD20251669,2024-09-06,运动户外,瑜伽垫,华东,杭州,APP,个人用户,3,122.09,0.15,311.33
ORD20245360,2024-09-06,电子产品,智能手表,华东,杭州,线上商城,企业采购,4,7899.86,0.1,28439.5
ORD20268416,2024-09-06,美妆个护,防晒喷雾,西南,成都,APP,个人用户,7,584.24,0.2,3271.74
ORD20244098,2024-09-06,家居用品,陶瓷餐具套装,西北,西安,线上商城,个人用户,3,150.98,0.0,452.94
ORD20240889,2024-09-06,食品饮料,有机牛奶,华东,苏州,小程序,个人用户,5,258.52,0.15,1098.71
ORD20243768,2024-09-06,母婴玩具,保温奶瓶,华南,广州,APP,企业采购,7,513.8,0.3,2517.62
ORD20257346,2024-09-06,电子产品,机械键盘,华南,佛山,线下门店,个人用户,3,6250.16,0.15,15937.91
ORD20253880,2024-09-06,食品饮料,有机牛奶,华北,太原,小程序,个人用户,24,29.83,0.3,501.14
ORD20261813,2024-09-06,食品饮料,有机牛奶,华南,深圳,线下门店,个人用户,22,86.84,0.3,1337.34
ORD20268410,2024-09-06,美妆个护,保湿面霜,西南,成都,线上商城,个人用户,2,76.85,0.0,153.7
ORD20258768,2024-09-06,食品饮料,气泡水,华北,石家庄,线上商城,企业采购,5,78.68,0.15,334.39
ORD20245613,2024-09-06,家居用品,实木置物架,华东,宁波,小程序,个人用户,2,1040.71,0.0,2081.42
ORD20247173,2024-09-06,电子产品,无线蓝牙耳机,东北,沈阳,线上商城,个人用户,1,4031.84,0.1,3628.66
ORD20258946,2024-09-06,服装鞋帽,跑步鞋,华北,天津,小程序,企业采购,3,344.49,0.0,1033.47
ORD20243806,2024-09-06,美妆个护,氨基酸洁面,西南,成都,APP,会员用户,2,120.2,0.05,228.38
ORD20241533,2024-09-06,电子产品,便携充电宝,华北,天津,APP,个人用户,2,7804.45,0.2,12487.12
ORD20247459,2024-09-06,服装鞋帽,跑步鞋,华东,上海,线上商城,个人用户,6,264.04,0.05,1505.03
ORD20254861,2024-09-06,服装鞋帽,修身牛仔裤,华北,石家庄,线上商城,个人用户,3,488.78,0.15,1246.39
ORD20242229,2024-09-06,电子产品,智能手机,华北,天津,线上商城,个人用户,3,4197.8,0.0,12593.4
ORD20268340,2024-09-06,服装鞋帽,防风外套,华东,宁波,小程序,企业采购,5,680.63,0.0,3403.15
ORD20241233,2024-09-07,运动户外,户外帐篷,华东,杭州,小程序,个人用户,4,272.84,0.05,1036.79
ORD20256053,2024-09-07,食品饮料,手工巧克力,东北,大连,小程序,企业采购,5,37.18,0.0,185.9
ORD20267799,2024-09-07,电子产品,机械键盘,华北,天津,线上商城,会员用户,2,3400.95,0.05,6461.8
ORD20264460,2024-09-07,运动户外,健身哑铃,东北,沈阳,APP,企业采购,1,481.13,0.0,481.13
ORD20265042,2024-09-07,服装鞋帽,修身牛仔裤,华东,宁波,APP,个人用户,2,470.3,0.2,752.48
ORD20259395,2024-09-07,办公用品,碎纸机,华中,武汉,线上商城,会员用户,1,163.6,0.05,155.42
ORD20263511,2024-09-07,家居用品,实木置物架,华南,佛山,APP,会员用户,7,160.93,0.3,788.56
ORD20248104,2024-09-07,母婴玩具,婴儿纸尿裤,华东,杭州,线上商城,企业采购,7,224.13,0.3,1098.24
ORD20248012,2024-09-07,服装鞋帽,防风外套,华东,宁波,线上商城,个人用户,2,290.7,0.3,406.98
ORD20262679,2024-09-07,办公用品,碎纸机,华北,北京,线下门店,企业采购,9,622.93,0.2,4485.1
ORD20263933,2024-09-07,服装鞋帽,纯棉T恤,东北,沈阳,线上商城,个人用户,4,403.18,0.2,1290.18
ORD20240445,2024-09-07,家居用品,加湿器,华东,上海,小程序,个人用户,9,832.29,0.2,5992.49
ORD20253669,2024-09-07,家居用品,记忆棉枕头,华北,北京,线上商城,企业采购,5,1312.4,0.05,6233.9
ORD20254035,2024-09-07,电子产品,高清显示器,华东,杭州,APP,企业采购,5,3386.69,0.15,14393.43
ORD20254163,2024-09-07,食品饮料,手工巧克力,华东,南京,线上商城,企业采购,9,224.83,0.0,2023.47
ORD20242226,2024-09-07,母婴玩具,保温奶瓶,华北,北京,APP,个人用户,4,520.88,0.2,1666.82
ORD20267047,2024-09-07,家居用品,实木置物架,华东,杭州,线上商城,企业采购,2,1238.83,0.05,2353.78
ORD20247294,2024-09-07,电子产品,无线蓝牙耳机,华东,苏州,线上商城,个人用户,3,4948.93,0.0,14846.79
ORD20254031,2024-09-07,电子产品,无线蓝牙耳机,华北,天津,线上商城,个人用户,3,4864.01,0.0,14592.03
ORD20244832,2024-09-07,服装鞋帽,纯棉T恤,华东,杭州,小程序,个人用户,11,123.14,0.2,1083.63
ORD20259814,2024-09-07,美妆个护,香氛沐浴露,华东,杭州,线上商城,企业采购,3,160.35,0.0,481.05
ORD20256412,2024-09-07,电子产品,便携充电宝,华北,石家庄,线上商城,企业采购,1,1527.95,0.0,1527.95
ORD20268932,2024-09-07,电子产品,智能手表,西南,重庆,线上商城,会员用户,1,7859.96,0.0,7859.96
ORD20265105,2024-09-07,食品饮料,手工巧克力,西北,兰州,线下门店,企业采购,10,143.51,0.0,1435.1
ORD20241896,2024-09-07,食品饮料,有机牛奶,华北,石家庄,APP,个人用户,22,48.16,0.2,847.62
ORD20263694,2024-09-07,办公用品,文件收纳盒,西南,昆明,APP,会员用户,1,20.65,0.0,20.65
ORD20244101,2024-09-07,电子产品,机械键盘,华东,南京,小程序,个人用户,4,3154.71,0.1,11356.96
ORD20243280,2024-09-07,服装鞋帽,连帽卫衣,华南,深圳,线上商城,个人用户,13,878.52,0.3,7994.53
ORD20259968,2024-09-07,母婴玩具,儿童积木,华中,长沙,线上商城,会员用户,4,204.22,0.05,776.04
ORD20260584,2024-09-07,服装鞋帽,跑步鞋,华南,广州,小程序,个人用户,2,837.48,0.15,1423.72
ORD20264510,2024-09-07,办公用品,文件收纳盒,华中,长沙,小程序,个人用户,3,444.88,0.1,1201.18
ORD20269730,2024-09-07,服装鞋帽,修身牛仔裤,华东,杭州,APP,会员用户,3,176.04,0.0,528.12
ORD20257907,2024-09-07,电子产品,便携充电宝,华南,东莞,APP,个人用户,2,4683.62,0.0,9367.24
ORD20265929,2024-09-07,办公用品,碎纸机,西南,成都,小程序,个人用户,6,360.4,0.1,1946.16
ORD20255594,2024-09-07,家居用品,陶瓷餐具套装,华南,广州,线上商城,个人用户,7,193.02,0.3,945.8
ORD20240367,2024-09-07,食品饮料,挂耳咖啡,华东,宁波,线上商城,个人用户,1,27.19,0.05,25.83
ORD20244904,2024-09-07,电子产品,智能手机,西北,乌鲁木齐,APP,企业采购,1,5890.97,0.0,5890.97
ORD20262923,2024-09-07,电子产品,无线蓝牙耳机,华南,深圳,APP,会员用户,2,7613.48,0.2,12181.57
ORD20250463,2024-09-07,电子产品,高清显示器,华东,南京,线上商城,会员用户,2,4431.97,0.3,6204.76
ORD20266220,2024-09-07,办公用品,文件收纳盒,西南,昆明,线上商城,会员用户,2,433.94,0.2,694.3
ORD20251792,2024-09-07,运动户外,户外帐篷,华南,佛山,线上商城,个人用户,1,1016.51,0.0,1016.51
ORD20251119,2024-09-07,母婴玩具,保温奶瓶,华北,太原,APP,会员用户,7,52.12,0.3,255.39
ORD20260114,2024-09-07,食品饮料,坚果零食礼包,华南,广州,小程序,企业采购,10,262.69,0.0,2626.9
ORD20269145,2024-09-07,食品饮料,有机牛奶,华北,天津,线上商城,个人用户,22,181.4,0.3,2793.56
ORD20241595,2024-09-07,家居用品,加湿器,华中,长沙,小程序,个人用户,2,164.38,0.05,312.32
ORD20251171,2024-09-07,电子产品,便携充电宝,华北,石家庄,线上商城,个人用户,2,3034.72,0.3,4248.61
ORD20249777,2024-09-07,电子产品,智能手机,西北,乌鲁木齐,APP,会员用户,1,5726.75,0.05,5440.41
ORD20264179,2024-09-07,食品饮料,气泡水,华东,杭州,线上商城,个人用户,13,143.48,0.15,1585.45
ORD20254301,2024-09-07,美妆个护,氨基酸洁面,华东,上海,线上商城,企业采购,9,325.06,0.3,2047.88
ORD20266408,2024-09-07,运动户外,健身哑铃,华南,广州,小程序,个人用户,1,414.23,0.0,414.23
ORD20242913,2024-09-07,运动户外,户外帐篷,华南,深圳,线上商城,个人用户,1,837.39,0.1,753.65
ORD20254002,2024-09-07,家居用品,加湿器,华中,郑州,线下门店,企业采购,3,134.18,0.0,402.54
ORD20255025,2024-09-07,电子产品,智能手表,华东,杭州,小程序,会员用户,2,8795.51,0.3,12313.71
ORD20251177,2024-09-07,服装鞋帽,纯棉T恤,华东,上海,线上商城,企业采购,4,375.82,0.1,1352.95
ORD20245864,2024-09-07,电子产品,便携充电宝,华中,武汉,线上商城,企业采购,2,3667.73,0.0,7335.46
ORD20247876,2024-09-07,食品饮料,有机牛奶,华南,深圳,APP,个人用户,8,9.38,0.15,63.78
ORD20246408,2024-09-07,服装鞋帽,连帽卫衣,西北,兰州,APP,会员用户,3,468.46,0.0,1405.38
ORD20249611,2024-09-07,办公用品,文件收纳盒,西南,成都,线下门店,企业采购,1,54.97,0.0,54.97
ORD20259894,2024-09-07,办公用品,A4打印纸,西北,西安,小程序,个人用户,4,545.09,0.05,2071.34
ORD20243728,2024-09-07,运动户外,运动水壶,华东,杭州,线下门店,个人用户,2,668.98,0.3,936.57
ORD20259992,2024-09-07,服装鞋帽,纯棉T恤,西南,成都,APP,个人用户,4,103.55,0.1,372.78
ORD20244811,2024-09-07,家居用品,陶瓷餐具套装,华东,苏州,APP,个人用户,3,891.64,0.0,2674.92
ORD20265267,2024-09-07,办公用品,办公椅,西北,兰州,APP,个人用户,15,268.95,0.3,2823.98
ORD20243226,2024-09-07,办公用品,碎纸机,华东,苏州,小程序,个人用户,11,106.6,0.3,820.82
ORD20260796,2024-09-07,美妆个护,香氛沐浴露,华中,武汉,小程序,个人用户,2,708.95,0.05,1347.0
ORD20266648,2024-09-07,办公用品,碎纸机,华东,杭州,线上商城,会员用户,8,37.68,0.15,256.22
ORD20264145,2024-09-07,办公用品,碎纸机,华东,上海,小程序,个人用户,10,262.76,0.1,2364.84
ORD20260108,2024-09-07,家居用品,陶瓷餐具套装,华东,杭州,小程序,个人用户,1,1203.54,0.0,1203.54
ORD20241602,2024-09-07,运动户外,户外帐篷,华南,东莞,APP,个人用户,1,515.03,0.0,515.03
ORD20250575,2024-09-07,美妆个护,保湿面霜,华东,杭州,线下门店,会员用户,7,635.61,0.2,3559.42
ORD20259527,2024-09-07,运动户外,瑜伽垫,华东,杭州,小程序,会员用户,3,1160.44,0.0,3481.32
ORD20265700,2024-09-07,办公用品,碎纸机,西南,成都,APP,会员用户,11,372.74,0.15,3485.12
ORD20256177,2024-09-07,运动户外,运动水壶,东北,大连,线上商城,个人用户,7,780.33,0.3,3823.62
ORD20266689,2024-09-07,食品饮料,气泡水,东北,大连,线上商城,个人用户,6,199.37,0.0,1196.22
ORD20256251,2024-09-07,家居用品,北欧落地灯,华南,广州,线下门店,企业采购,1,1123.9,0.05,1067.7
ORD20255442,2024-09-07,食品饮料,挂耳咖啡,华中,武汉,小程序,个人用户,10,59.19,0.1,532.71
ORD20244475,2024-09-07,母婴玩具,儿童积木,华中,长沙,线上商城,会员用户,7,312.84,0.2,1751.9
ORD20244182,2024-09-07,运动户外,健身哑铃,华东,宁波,线上商城,个人用户,2,873.47,0.2,1397.55
ORD20269192,2024-09-07,服装鞋帽,跑步鞋,华中,武汉,线上商城,企业采购,5,708.7,0.15,3011.98
ORD20262868,2024-09-07,母婴玩具,婴儿纸尿裤,华中,郑州,线上商城,企业采购,2,340.58,0.15,578.99
ORD20252598,2024-09-07,食品饮料,坚果零食礼包,华南,佛山,线上商城,个人用户,1,277.71,0.05,263.82
ORD20256107,2024-09-08,电子产品,智能手表,华东,南京,线上商城,个人用户,4,4213.69,0.3,11798.33
ORD20265307,2024-09-08,服装鞋帽,连帽卫衣,东北,大连,APP,企业采购,4,108.65,0.05,412.87
ORD20268962,2024-09-08,电子产品,智能手机,华中,武汉,小程序,会员用户,1,4744.75,0.05,4507.51
ORD20253924,2024-09-08,食品饮料,手工巧克力,华中,长沙,线上商城,企业采购,5,231.07,0.0,1155.35
ORD20251823,2024-09-08,母婴玩具,遥控玩具车,华南,深圳,APP,个人用户,2,418.41,0.2,669.46
ORD20249401,2024-09-08,家居用品,记忆棉枕头,华南,佛山,线下门店,个人用户,5,1513.16,0.05,7187.51
ORD20262536,2024-09-08,办公用品,中性笔套装,西南,昆明,线上商城,会员用户,6,302.52,0.05,1724.36
ORD20264802,2024-09-08,食品饮料,气泡水,华东,上海,APP,个人用户,10,297.34,0.0,2973.4
ORD20244769,2024-09-08,电子产品,无线蓝牙耳机,华中,郑州,APP,会员用户,1,3434.8,0.05,3263.06
ORD20250837,2024-09-08,电子产品,机械键盘,西南,成都,线上商城,个人用户,2,6459.07,0.05,12272.23
ORD20268633,2024-09-08,家居用品,实木置物架,华中,郑州,线上商城,个人用户,5,1526.17,0.0,7630.85
ORD20256622,2024-09-08,办公用品,办公椅,西北,兰州,小程序,个人用户,13,201.31,0.2,2093.62
ORD20240091,2024-09-08,运动户外,户外帐篷,华南,深圳,APP,会员用户,3,770.79,0.15,1965.51
ORD20268950,2024-09-08,电子产品,机械键盘,华南,东莞,小程序,个人用户,2,2896.99,0.05,5504.28
ORD20265512,2024-09-08,办公用品,碎纸机,华东,杭州,APP,个人用户,7,675.34,0.0,4727.38
